old_path,new_path,topic,channel
20260329_20250815 - 「花期研报解读」20250813：7月经济数据掉头向下，新增贷款创历史新低，下半年需求有断崖风险｜外资研报｜中国经济｜金融数据｜社融｜贷款｜房贷｜反内卷｜ [z5NcDX2Z5j4]_MiroFish.md,20260329_20250815 - 「花期研报解读」20250813：7月经济数据掉头向下，新增贷款创历史新低，下半年需求有断崖风险｜外资研报｜中国经济｜金融数据｜社融｜贷款｜房贷｜反内卷｜ [z5NcDX2Z5j4]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250817 - 「“流动性”驱动的股市」：10年期国债收益率与沪深300显著背离，如何理解邢自强的话，国债收益率曲线持续平坦化｜中国经济｜国债｜收益率｜股市｜股票｜投资｜A股｜ [i1OMruYijjo]_MiroFish.md,20260329_20250817 - 「“流动性”驱动的股市」：10年期国债收益率与沪深300显著背离，如何理解邢自强的话，国债收益率曲线持续平坦化｜中国经济｜国债｜收益率｜股市｜股票｜投资｜A股｜ [i1OMruYijjo]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250817 - 「北京楼市新政效果」：新政刚满一周，挂牌“量增价跌”，成交量平平，业主倾向于抓住机会卖房离场 [Zvs_avH25AM]_MiroFish.md,20260329_20250817 - 「北京楼市新政效果」：新政刚满一周，挂牌“量增价跌”，成交量平平，业主倾向于抓住机会卖房离场 [Zvs_avH25AM]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250819 - 「野村研报解读」20250814：本轮反内卷不但无法走出通缩，还将导致“国进民退”深化，软预算约束挤压民营经济生存空间｜外资研报｜野村证券｜陆挺｜中国经济｜民营经济｜需求断崖｜通缩｜反内卷｜股市｜消费 [zuRS7DNoRkA]_MiroFish.md,20260329_20250819 - 「野村研报解读」20250814：本轮反内卷不但无法走出通缩，还将导致“国进民退”深化，软预算约束挤压民营经济生存空间｜外资研报｜野村证券｜陆挺｜中国经济｜民营经济｜需求断崖｜通缩｜反内卷｜股市｜消费 [zuRS7DNoRkA]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250820 - 「花期研报解读」20250818：尽管没有基本面支撑，但流动性充裕叠加监管支持与政策预期，股市仍有上行空间｜外资研报｜中国经济｜宏观｜股市｜策略｜投资｜A股｜央行｜政治局会议｜房地产｜基建｜美元降息｜ [MncLFOGGklQ]_MiroFish.md,20260329_20250820 - 「花期研报解读」20250818：尽管没有基本面支撑，但流动性充裕叠加监管支持与政策预期，股市仍有上行空间｜外资研报｜中国经济｜宏观｜股市｜策略｜投资｜A股｜央行｜政治局会议｜房地产｜基建｜美元降息｜ [MncLFOGGklQ]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250821 - 「瑞银研报解读」20250819：策略看多、宏观看空，脱离基本面的股市赚的是谁的钱？｜外资研报｜经济｜宏观｜股市｜A股｜散户｜基金｜公墓｜保险｜国家队｜平准基金｜ [71mZkMknxOU]_MiroFish.md,20260329_20250821 - 「瑞银研报解读」20250819：策略看多、宏观看空，脱离基本面的股市赚的是谁的钱？｜外资研报｜经济｜宏观｜股市｜A股｜散户｜基金｜公墓｜保险｜国家队｜平准基金｜ [71mZkMknxOU]_MiroFish_social_observation.md,social_observation,老厉害
20260329_20250822 - 「野村研报解读」20250821：经济下、股市上，下半年非常考验决策层的政策调控能力，房地产和促消费的结构性政策应成为发力点｜外资研报｜野村证券｜陆挺｜需求｜消费｜股市｜A股｜泡沫｜ [aSVJ96eaeqg]_MiroFish.md,20260329_20250822 - 「野村研报解读」20250821：经济下、股市上，下半年非常考验决策层的政策调控能力，房地产和促消费的结构性政策应成为发力点｜外资研报｜野村证券｜陆挺｜需求｜消费｜股市｜A股｜泡沫｜ [aSVJ96eaeqg]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250823 - 「北京近5年20至34岁人口流失121万」：失业、社保、房地产，谈谈我在这三方面的看法 [eFaPNvRv0G0]_MiroFish.md,20260329_20250823 - 「北京近5年20至34岁人口流失121万」：失业、社保、房地产，谈谈我在这三方面的看法 [eFaPNvRv0G0]_MiroFish_social_observation.md,social_observation,老厉害
20260329_20250825 - 「高盛研报解读」20250824：调研内地机构对中国经济、政策、通缩、股市、债市、汇率的看法｜外资研报｜机构调研｜调研报告｜宏观｜反内卷｜再通胀｜ [lsMD-Uz2lNw]_MiroFish.md,20260329_20250825 - 「高盛研报解读」20250824：调研内地机构对中国经济、政策、通缩、股市、债市、汇率的看法｜外资研报｜机构调研｜调研报告｜宏观｜反内卷｜再通胀｜ [lsMD-Uz2lNw]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250826 - 「瑞银研报解读」20250825：预计上海楼市新政效果有限，房价下跌太快是政策出台原因，租房仍然优于买房｜外资研报｜房地产｜房价｜经济｜宏观｜限购｜外环｜户籍｜买房｜二手房｜ [hgmfL3KVxyQ]_MiroFish.md,20260329_20250826 - 「瑞银研报解读」20250825：预计上海楼市新政效果有限，房价下跌太快是政策出台原因，租房仍然优于买房｜外资研报｜房地产｜房价｜经济｜宏观｜限购｜外环｜户籍｜买房｜二手房｜ [hgmfL3KVxyQ]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250827 - 「瑞银研报解读」20250825：7月调研数据显示就业仍在恶化，招聘岗位及平均薪资均走弱，官方失业率数据失真，下半年消费可能断崖｜外资研报｜中国经济｜就业｜失业｜裁员｜宏观｜收入｜预期｜消费｜ [yQgSb7ctKwg]_MiroFish.md,20260329_20250827 - 「瑞银研报解读」20250825：7月调研数据显示就业仍在恶化，招聘岗位及平均薪资均走弱，官方失业率数据失真，下半年消费可能断崖｜外资研报｜中国经济｜就业｜失业｜裁员｜宏观｜收入｜预期｜消费｜ [yQgSb7ctKwg]_MiroFish_social_observation.md,social_observation,老厉害
20260329_20250828 - 「野村研报解读」20250825：散户和量化推动的股市行情有望延续，但需警惕小盘股风险，建议哑铃型的投资策略｜外资研报｜中国经济｜股市｜A股｜投资｜沪深300｜风险｜ [sB1Jpp1iR1o]_MiroFish.md,20260329_20250828 - 「野村研报解读」20250825：散户和量化推动的股市行情有望延续，但需警惕小盘股风险，建议哑铃型的投资策略｜外资研报｜中国经济｜股市｜A股｜投资｜沪深300｜风险｜ [sB1Jpp1iR1o]_MiroFish_financial.md,financial,老厉害
20260329_20250829 - 「大摩研报解读」20250827：股市领先指标——消费者五因子模型已显著回落，需警惕股市风险｜外资研报｜摩根士丹利｜股市｜消费｜国补｜以旧换新｜通缩｜信心｜宏观｜经济｜MSCI｜ [lwNBANyEFE0]_MiroFish.md,20260329_20250829 - 「大摩研报解读」20250827：股市领先指标——消费者五因子模型已显著回落，需警惕股市风险｜外资研报｜摩根士丹利｜股市｜消费｜国补｜以旧换新｜通缩｜信心｜宏观｜经济｜MSCI｜ [lwNBANyEFE0]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250830 - 未来”老破小“优于”远大新“，北上不会放开限购，房租还将下跌，强制社保后再提强制公积金｜聊聊《关于推动城市高质量发展的意见》 [9LmR56-MS80]_MiroFish.md,20260329_20250830 - 未来”老破小“优于”远大新“，北上不会放开限购，房租还将下跌，强制社保后再提强制公积金｜聊聊《关于推动城市高质量发展的意见》 [9LmR56-MS80]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250901 - 「野村研报解读」20250831：8月房地产再次量价齐跌，去年四季度高基数下，9月急需稳楼市政策出台｜外资研报｜房地产｜房价｜二手房｜租房｜租金回报率｜租售比｜房企｜中国经济｜宏观｜ [hrPtyo5z2CU]_MiroFish.md,20260329_20250901 - 「野村研报解读」20250831：8月房地产再次量价齐跌，去年四季度高基数下，9月急需稳楼市政策出台｜外资研报｜房地产｜房价｜二手房｜租房｜租金回报率｜租售比｜房企｜中国经济｜宏观｜ [hrPtyo5z2CU]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250902 - 「花旗观点解读」20250828：中国A股泡沫即将破裂？6个理由让花旗由“多”转“空”，核心原因是基本面与股市不能持续背离，需要大规模政策刺激｜外资研报｜外资观点｜中国经济｜宏观｜股市｜政策｜ [NMBh0dzEgh8]_MiroFish.md,20260329_20250902 - 「花旗观点解读」20250828：中国A股泡沫即将破裂？6个理由让花旗由“多”转“空”，核心原因是基本面与股市不能持续背离，需要大规模政策刺激｜外资研报｜外资观点｜中国经济｜宏观｜股市｜政策｜ [NMBh0dzEgh8]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250903 - 「瑞银研报解读」20250902：实体弱、金融强，A股财报更接近经济的真实体感｜外资研报｜中国｜经济｜股市｜策略｜宏观｜半年报｜非银金融｜反内卷｜产能过剩｜央行｜货币政策｜ [ON2QLhzanNs]_MiroFish.md,20260329_20250903 - 「瑞银研报解读」20250902：实体弱、金融强，A股财报更接近经济的真实体感｜外资研报｜中国｜经济｜股市｜策略｜宏观｜半年报｜非银金融｜反内卷｜产能过剩｜央行｜货币政策｜ [ON2QLhzanNs]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250904 - 「野村研报解读」20250902：牛市无法推动实体经济复苏，反而阻碍政策出台，房地产的复苏才是关键｜外资研报｜陆挺｜股市｜宏观｜经济｜政策｜房地产｜房价｜ [y-OkMxARPnY]_MiroFish.md,20260329_20250904 - 「野村研报解读」20250902：牛市无法推动实体经济复苏，反而阻碍政策出台，房地产的复苏才是关键｜外资研报｜陆挺｜股市｜宏观｜经济｜政策｜房地产｜房价｜ [y-OkMxARPnY]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250905 - 「借鉴日本央行论文」：中国应尽快进入负利率时代，走出通缩需大幅下调政策利率甚至量化宽松｜央行｜财政｜货币政策｜财政政策｜日本｜通缩｜宏观｜利率｜实际利率｜ [zVKz0t2C23w]_MiroFish.md,20260329_20250905 - 「借鉴日本央行论文」：中国应尽快进入负利率时代，走出通缩需大幅下调政策利率甚至量化宽松｜央行｜财政｜货币政策｜财政政策｜日本｜通缩｜宏观｜利率｜实际利率｜ [zVKz0t2C23w]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250908 - 「高盛研报解读」20250903：黄金是最确定的长线投资标的，价格仍将续创新高，建议增加配置权重｜外资研报｜大宗商品｜地缘｜政治｜筹码｜谈判｜美元｜信用｜美股｜美债｜ [eaQuXURvPpY]_MiroFish.md,20260329_20250908 - 「高盛研报解读」20250903：黄金是最确定的长线投资标的，价格仍将续创新高，建议增加配置权重｜外资研报｜大宗商品｜地缘｜政治｜筹码｜谈判｜美元｜信用｜美股｜美债｜ [eaQuXURvPpY]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250909 - 「瑞银研报解读」20250908：实地调研内地房地产市场，一线房价还有30%-40%跌幅，增量政策空间有限，访谈体制内专家｜外资研报｜房地产｜房价｜租金｜回报率｜豪宅｜二手房｜就业｜中国经济｜宏观 [t65mAknanIk]_MiroFish.md,20260329_20250909 - 「瑞银研报解读」20250908：实地调研内地房地产市场，一线房价还有30%-40%跌幅，增量政策空间有限，访谈体制内专家｜外资研报｜房地产｜房价｜租金｜回报率｜豪宅｜二手房｜就业｜中国经济｜宏观 [t65mAknanIk]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250910 - 「高盛研报解读」20250909：北上深救楼市效果有限，贝壳“一口价”推动房价加速下跌，信心指数仍指向房价下降｜外资研报｜房地产｜房价｜经济｜宏观｜限购｜ [1H_SmtXRfZ4]_MiroFish.md,20260329_20250910 - 「高盛研报解读」20250909：北上深救楼市效果有限，贝壳“一口价”推动房价加速下跌，信心指数仍指向房价下降｜外资研报｜房地产｜房价｜经济｜宏观｜限购｜ [1H_SmtXRfZ4]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250911 - 「大摩研报解读」20250907：官僚考核、财税体制、GDP核算如不改革，反内卷效果或仅限于国企份额高的行业｜外资研报｜摩根士丹利｜反内卷｜通缩｜制度｜体制｜改革｜需求｜消费｜ [Meu3swHM-KI]_MiroFish.md,20260329_20250911 - 「大摩研报解读」20250907：官僚考核、财税体制、GDP核算如不改革，反内卷效果或仅限于国企份额高的行业｜外资研报｜摩根士丹利｜反内卷｜通缩｜制度｜体制｜改革｜需求｜消费｜ [Meu3swHM-KI]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250912 - 「野村研报解读」20250908：8月房地产和出口均走弱，房地产先行指标维持低位，决策层在牛市中走钢丝｜外资研报｜中国经济｜宏观｜股市｜房地产｜房价｜出口｜贸易战｜ [3LDyxxBYc8s]_MiroFish.md,20260329_20250912 - 「野村研报解读」20250908：8月房地产和出口均走弱，房地产先行指标维持低位，决策层在牛市中走钢丝｜外资研报｜中国经济｜宏观｜股市｜房地产｜房价｜出口｜贸易战｜ [3LDyxxBYc8s]_MiroFish_financial.md,financial,老厉害
20260329_20250913 - 「高盛研报解读」20250910：GDP降至5%以下，改革政府激励机制和财税体制，降低工作时长，提升居民收入，加强社会保障，中国十五五规划展望｜外资研报｜中国经济｜宏观｜四中全会｜十五五｜十四五｜ [6mMsaP878VM]_MiroFish.md,20260329_20250913 - 「高盛研报解读」20250910：GDP降至5%以下，改革政府激励机制和财税体制，降低工作时长，提升居民收入，加强社会保障，中国十五五规划展望｜外资研报｜中国经济｜宏观｜四中全会｜十五五｜十四五｜ [6mMsaP878VM]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250915 - 「野村研报解读」20250915：8月数据加速向下，准备好迎接需求断崖，回顾野村半年度观点｜外资研报｜中国经济｜陆挺｜房地产｜消费｜社零｜投资｜股市｜出口｜关税｜ [uT7p2BmvPNc]_MiroFish.md,20260329_20250915 - 「野村研报解读」20250915：8月数据加速向下，准备好迎接需求断崖，回顾野村半年度观点｜外资研报｜中国经济｜陆挺｜房地产｜消费｜社零｜投资｜股市｜出口｜关税｜ [uT7p2BmvPNc]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250916 - 「高盛研报解读」20250915：第三方数据显示近一年房价跌幅达20%，二手房价是新房价格的领先指标｜外资研报｜房地产｜房价｜二手房｜新房｜消费｜中国经济｜宏观｜高盛｜ [gnKDcuui0aQ]_MiroFish.md,20260329_20250916 - 「高盛研报解读」20250915：第三方数据显示近一年房价跌幅达20%，二手房价是新房价格的领先指标｜外资研报｜房地产｜房价｜二手房｜新房｜消费｜中国经济｜宏观｜高盛｜ [gnKDcuui0aQ]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250917 - 「大摩研报解读」20250915：下调中国第三季度经济增速预期，Q4可能不得不暂缓反内卷，政策转向逆周期调节｜外资研报｜摩根大通｜中国经济｜宏观｜消费｜投资｜固投｜社零｜产能｜扩产｜ [KFXOfzro63w]_MiroFish.md,20260329_20250917 - 「大摩研报解读」20250915：下调中国第三季度经济增速预期，Q4可能不得不暂缓反内卷，政策转向逆周期调节｜外资研报｜摩根大通｜中国经济｜宏观｜消费｜投资｜固投｜社零｜产能｜扩产｜ [KFXOfzro63w]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250918 - 「Natixis研报解读」20250916：中国上市企业利润增速持续下滑，拉动制造业投资导致产能过剩问题相较于刺激内需更为紧迫｜外资研报｜法国外贸银行｜上市公司｜利润｜内卷｜竞争｜通缩｜裁员｜降薪｜ [acJmB2Qdp9A]_MiroFish.md,20260329_20250918 - 「Natixis研报解读」20250916：中国上市企业利润增速持续下滑，拉动制造业投资导致产能过剩问题相较于刺激内需更为紧迫｜外资研报｜法国外贸银行｜上市公司｜利润｜内卷｜竞争｜通缩｜裁员｜降薪｜ [acJmB2Qdp9A]_MiroFish_social_observation.md,social_observation,老厉害
20260329_20250919 - 「大摩研报解读」20250917：流动性驱使的牛市下，股市的领先指标年底前料将回落｜外资研报｜摩根士丹利｜股市｜投资｜流动性｜通缩｜PPI｜基本面｜经济｜财经｜ [Lvn9wuRSTZQ]_MiroFish.md,20260329_20250919 - 「大摩研报解读」20250917：流动性驱使的牛市下，股市的领先指标年底前料将回落｜外资研报｜摩根士丹利｜股市｜投资｜流动性｜通缩｜PPI｜基本面｜经济｜财经｜ [Lvn9wuRSTZQ]_MiroFish_financial.md,financial,老厉害
20260329_20250923 - 「花旗研报解读」20250918：中国十五五规划前瞻，势在必行的再平衡，发展与风险，供给与需求，GDP增速预计降至4.7%｜外资研报｜中国经济｜宏观｜GDP｜经济增速｜五年规划｜社保｜养老金｜ [Xq7jb3veYhk]_MiroFish.md,20260329_20250923 - 「花旗研报解读」20250918：中国十五五规划前瞻，势在必行的再平衡，发展与风险，供给与需求，GDP增速预计降至4.7%｜外资研报｜中国经济｜宏观｜GDP｜经济增速｜五年规划｜社保｜养老金｜ [Xq7jb3veYhk]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250924 - 「花旗研报解读」20250918：十五五中国房地产展望，租购同权和保障房供应将制约房价止跌，房地产发展新模式｜外资研报｜房地产｜房价｜二手房｜租房｜房租｜租金｜ [1VTheLLw2dA]_MiroFish.md,20260329_20250924 - 「花旗研报解读」20250918：十五五中国房地产展望，租购同权和保障房供应将制约房价止跌，房地产发展新模式｜外资研报｜房地产｜房价｜二手房｜租房｜房租｜租金｜ [1VTheLLw2dA]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20250925 - 「瑞银研报解读」20250923：最新调研显示房价预期历史新低，薪资增速持续放缓，预防性储蓄继续攀升，制约消费倾向和信心恢复｜外资研报｜中国经济｜宏观｜房地产｜房价｜收入｜就业｜储蓄｜消费｜投资｜ [EFjXxnJXXN8]_MiroFish.md,20260329_20250925 - 「瑞银研报解读」20250923：最新调研显示房价预期历史新低，薪资增速持续放缓，预防性储蓄继续攀升，制约消费倾向和信心恢复｜外资研报｜中国经济｜宏观｜房地产｜房价｜收入｜就业｜储蓄｜消费｜投资｜ [EFjXxnJXXN8]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250926 - 「小摩研报解读」20250921：“越差越好”的房地产市场，距离新一轮政策支持还有多远？决策层如何看待房地产市场？回答10个关键问题｜外资研报｜摩根大通｜房地产｜房价｜二手房｜经济｜宏观｜ [sakK0ysYpG0]_MiroFish.md,20260329_20250926 - 「小摩研报解读」20250921：“越差越好”的房地产市场，距离新一轮政策支持还有多远？决策层如何看待房地产市场？回答10个关键问题｜外资研报｜摩根大通｜房地产｜房价｜二手房｜经济｜宏观｜ [sakK0ysYpG0]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250927 - 「大摩研报解读」20250923：中国股市领先指标“五因子消费活动”进一步转弱，“自由流动性”指标也有转弱迹象｜外资研报｜摩根士丹利｜策略｜股市｜投资｜A股｜金融｜消费｜基本面｜流动性｜ [ETKe04PcumA]_MiroFish.md,20260329_20250927 - 「大摩研报解读」20250923：中国股市领先指标“五因子消费活动”进一步转弱，“自由流动性”指标也有转弱迹象｜外资研报｜摩根士丹利｜策略｜股市｜投资｜A股｜金融｜消费｜基本面｜流动性｜ [ETKe04PcumA]_MiroFish_social_lifestyle.md,social_lifestyle,老厉害
20260329_20250928 - 「只发油管」官方承认中国经济放缓和房地产转弱，但短期没有总量货币政策，不降息或是担心股市过热，更倾向使用结构性货币政策工具，强调精准滴灌｜货币政策委员会季度例会｜央行｜中国人民银行｜PBOC｜宏观｜ [Ck3y7bu4frM]_MiroFish.md,20260329_20250928 - 「只发油管」官方承认中国经济放缓和房地产转弱，但短期没有总量货币政策，不降息或是担心股市过热，更倾向使用结构性货币政策工具，强调精准滴灌｜货币政策委员会季度例会｜央行｜中国人民银行｜PBOC｜宏观｜ [Ck3y7bu4frM]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20250929 - 「只发油管」：更强调党的领导、共同富裕、有为政府，“安全”优先于“发展”，简评今天政治局会议的十五五重大定调相较于十四五、十三五的变化｜四中全会前瞻｜新质生产力｜有效市场与有为政府｜民营经济｜外资｜ [uT0QccTUGds]_MiroFish.md,20260329_20250929 - 「只发油管」：更强调党的领导、共同富裕、有为政府，“安全”优先于“发展”，简评今天政治局会议的十五五重大定调相较于十四五、十三五的变化｜四中全会前瞻｜新质生产力｜有效市场与有为政府｜民营经济｜外资｜ [uT0QccTUGds]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251008 - 「花旗研报解读」20250929：政治局会议点评，中国十五五的两项再平衡，发展vs安全，供给vs需求｜短期没有政策刺激｜四中全会｜十五五规划｜经济｜宏观｜货币｜财政｜房地产｜基建｜ [eZMQO9kvDsc]_MiroFish.md,20260329_20251008 - 「花旗研报解读」20250929：政治局会议点评，中国十五五的两项再平衡，发展vs安全，供给vs需求｜短期没有政策刺激｜四中全会｜十五五规划｜经济｜宏观｜货币｜财政｜房地产｜基建｜ [eZMQO9kvDsc]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251010 - 「高盛研报解读」20251009：就业疲软和私营部门信心不足导致十一假期人均出游花费仍低于疫情前水平，凸显消费降级和通缩压力的顽固性｜外资研报｜经济｜宏观｜黄金周｜消费降级｜内需疲软｜就业｜失业｜ [H1rVqtoinkQ]_MiroFish.md,20260329_20251010 - 「高盛研报解读」20251009：就业疲软和私营部门信心不足导致十一假期人均出游花费仍低于疫情前水平，凸显消费降级和通缩压力的顽固性｜外资研报｜经济｜宏观｜黄金周｜消费降级｜内需疲软｜就业｜失业｜ [H1rVqtoinkQ]_MiroFish_social_observation.md,social_observation,老厉害
20260329_20251011 - 「高盛研报解读」20251006：大幅上调黄金价格预期，黄金仍然是确定性最强的投资标的，未来一年黄金涨幅在23%以上｜外资研报｜高盛｜大宗商品｜贵金属｜黄金｜金价｜投资｜ [oYyNPjWRHI0]_MiroFish.md,20260329_20251011 - 「高盛研报解读」20251006：大幅上调黄金价格预期，黄金仍然是确定性最强的投资标的，未来一年黄金涨幅在23%以上｜外资研报｜高盛｜大宗商品｜贵金属｜黄金｜金价｜投资｜ [oYyNPjWRHI0]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251012 - 「高盛研报解读」20251010：调研外资机构对中国经济与政策、十五五前瞻、股市与基本面、通缩与反内卷、中美关系与出口韧性的看法｜外资研报｜高盛｜闪辉｜特朗普｜宏观｜消费｜内需｜ [Eh9LZf_lck8]_MiroFish.md,20260329_20251012 - 「高盛研报解读」20251010：调研外资机构对中国经济与政策、十五五前瞻、股市与基本面、通缩与反内卷、中美关系与出口韧性的看法｜外资研报｜高盛｜闪辉｜特朗普｜宏观｜消费｜内需｜ [Eh9LZf_lck8]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251013 - 「瑞银研报解读」20251006：四中全会中国十五五规划前瞻，供给侧立国的思维定势仍将延续，关注消费目标设定和财税体制改革｜外资研报｜中国经济｜十五五｜宏观｜ [eaisR3buO00]_MiroFish.md,20260329_20251013 - 「瑞银研报解读」20251006：四中全会中国十五五规划前瞻，供给侧立国的思维定势仍将延续，关注消费目标设定和财税体制改革｜外资研报｜中国经济｜十五五｜宏观｜ [eaisR3buO00]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251016 - 「野村研报解读」20251015：十五五规划前瞻，更强调国家安全、科技自强、社会稳定、共同富裕，弱化经济增速，消费转型是长期渐进过程｜外资研报｜野村｜陆挺｜十五五｜四中全会｜政治局会议｜中国经济｜宏观 [wNp-J-ZgGIY]_MiroFish.md,20260329_20251016 - 「野村研报解读」20251015：十五五规划前瞻，更强调国家安全、科技自强、社会稳定、共同富裕，弱化经济增速，消费转型是长期渐进过程｜外资研报｜野村｜陆挺｜十五五｜四中全会｜政治局会议｜中国经济｜宏观 [wNp-J-ZgGIY]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251018 - 「高盛研报解读」20251015：十五五规划前瞻，关注是否更强调党的领导和监管，科创与安全优先级最高，支持消费仍是渐进过程｜外资研报｜高盛｜中国经济｜宏观｜政治局会议｜ [WorCbHVGc1Y]_MiroFish.md,20260329_20251018 - 「高盛研报解读」20251015：十五五规划前瞻，关注是否更强调党的领导和监管，科创与安全优先级最高，支持消费仍是渐进过程｜外资研报｜高盛｜中国经济｜宏观｜政治局会议｜ [WorCbHVGc1Y]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20251020 - 9月房地产量价齐跌，但仍未到新一轮政策的临界点，Q4销售同比或降30%，房价环比跌幅是核心观测指标｜楼市弱而不倒，政策托而不举｜房地产｜房价｜二手房｜楼市｜ [k2-EklX_J3s]_MiroFish.md,20260329_20251020 - 9月房地产量价齐跌，但仍未到新一轮政策的临界点，Q4销售同比或降30%，房价环比跌幅是核心观测指标｜楼市弱而不倒，政策托而不举｜房地产｜房价｜二手房｜楼市｜ [k2-EklX_J3s]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251021 - 「高盛研报解读」20251021：今年历史最长双11，叠加更大力度的折扣，凸显消费复苏乏力｜高盛盘点双十一五大关注点｜外资研报｜中国经济｜消费｜内需｜以旧换新｜国补｜阿里巴巴｜抖音｜京东｜快手｜ [ltiPs9_ZYcc]_MiroFish.md,20260329_20251021 - 「高盛研报解读」20251021：今年历史最长双11，叠加更大力度的折扣，凸显消费复苏乏力｜高盛盘点双十一五大关注点｜外资研报｜中国经济｜消费｜内需｜以旧换新｜国补｜阿里巴巴｜抖音｜京东｜快手｜ [ltiPs9_ZYcc]_MiroFish_technology.md,technology,老厉害
20260329_20251022 - 宏观政策取向仍不一致，国资委近期的“三资“改革将助推房价进一步下跌，“能用则用、不用则售、不售则租、能融则融”｜一切国有资源尽可能资产化、一切国有资产尽可能证券化、一切国有资金尽可能杠杆化｜ [hkmJv_lIOho]_MiroFish.md,20260329_20251022 - 宏观政策取向仍不一致，国资委近期的“三资“改革将助推房价进一步下跌，“能用则用、不用则售、不售则租、能融则融”｜一切国有资源尽可能资产化、一切国有资产尽可能证券化、一切国有资金尽可能杠杆化｜ [hkmJv_lIOho]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251023 - 「只发油管」四中全会公报解读，更强调党对经济和市场的领导、共同富裕，发展与安全再平衡，防范意识形态风险，民生优先级边际提升，弱化房地产，明确全年完成5% [RGgtMBCiz1w]_MiroFish.md,20260329_20251023 - 「只发油管」四中全会公报解读，更强调党对经济和市场的领导、共同富裕，发展与安全再平衡，防范意识形态风险，民生优先级边际提升，弱化房地产，明确全年完成5% [RGgtMBCiz1w]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20251024 - 「高盛研报解读」20251023：强调反腐和共同富裕不利于经济发展，四中全会公报点评，科技、安全、民生是十五五重要任务｜只发油管｜外资研报｜四中全会｜十五五规划｜宏观｜经济｜房地产｜市场经济｜ [2p1sKHTgOGg]_MiroFish.md,20260329_20251024 - 「高盛研报解读」20251023：强调反腐和共同富裕不利于经济发展，四中全会公报点评，科技、安全、民生是十五五重要任务｜只发油管｜外资研报｜四中全会｜十五五规划｜宏观｜经济｜房地产｜市场经济｜ [2p1sKHTgOGg]_MiroFish_social_lifestyle.md,social_lifestyle,老厉害
20260329_20251025 - 「野村研报解读」20251024：“十五五”房地产的角色明显变化，共同富裕有助于提振消费，科技自立自强应对不确定性，四中全会公报点评｜外资研报｜陆挺｜四中全会｜十五五｜经济｜宏观｜房地产｜社保｜消费｜ [VVE9Yta2vf8]_MiroFish.md,20260329_20251025 - 「野村研报解读」20251024：“十五五”房地产的角色明显变化，共同富裕有助于提振消费，科技自立自强应对不确定性，四中全会公报点评｜外资研报｜陆挺｜四中全会｜十五五｜经济｜宏观｜房地产｜社保｜消费｜ [VVE9Yta2vf8]_MiroFish_macro_strategy.md,macro_strategy,老厉害
